,X,img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
1200,15093,/games/boxart/full_8514191AmericaFrontccc.jpg,Mortal Kombat: Armageddon,Wii,Fighting,Midway Games,JGI Entertainment,NA,6.8,NA,NA,0.23,0.19,NA,0.02,0.02,5/29/2007,
1201,15099,/games/boxart/7240844ccc.jpg,TNA iMPACT!,PS2,Fighting,Midway Games,Midway Studios Los Angeles,NA,6.1,NA,NA,0.22,0.1,NA,0,0.12,9/9/2008,
1202,15100,/games/boxart/full_3240222AmericaFrontccc.jpg,FaceBreaker K.O. Party,Wii,Fighting,Electronic Arts,EA Freestyle,6.5,6.7,NA,NA,0.22,0.19,NA,0.01,0.02,11/11/2008,
1203,15101,/games/boxart/2161705ccc.jpg,Galactic Wrestling: Featuring Ultimate Muscle,PS2,Fighting,Bandai,Aki Corporation,NA,7.3,NA,NA,0.22,0.03,0.17,0.02,0.01,6/30/2004,
1204,15103,/games/boxart/full_9790386AmericaFrontccc.jpg,Capcom vs. SNK,DC,Fighting,Capcom,Capcom,NA,8.8,NA,NA,0.22,NA,0.22,NA,NA,11/9/2000,
1205,15104,/games/boxart/full_ufc-undisputed-2010_9AmericaFront.jpg,UFC Undisputed 2010,PSP,Fighting,THQ,Yuke's Future Media Creators,NA,7.7,NA,NA,0.21,0.11,NA,0.07,0.04,9/7/2010,
1206,15105,/games/boxart/full_2879385AmericaFrontccc.jpg,Teenage Mutant Ninja Turtles: Smash-Up,PS2,Fighting,Ubisoft,Game Arts,NA,7.2,NA,NA,0.21,0.11,NA,0.08,0.03,9/29/2009,
1207,15109,/games/boxart/537505ccc.jpg,The Con,PSP,Fighting,Sony Computer Entertainment,Think and Feel,NA,6.8,NA,NA,0.21,0.19,NA,0,0.02,10/18/2005,
1208,15113,/games/boxart/full_5826679AmericaFrontccc.jpg,Tekken 3D: Prime Edition,3DS,Fighting,Namco Bandai,Namco Bandai Games,NA,6.5,NA,NA,0.21,0.06,0.05,0.08,0.01,2/14/2012,
1209,15114,/games/boxart/1879264ccc.jpg,ClayFighter 63 1/3,N64,Fighting,Interplay,Danger Productions,NA,3.1,NA,NA,0.21,0.17,NA,0.04,0,9/30/1997,
1210,15121,/games/boxart/8452672ccc.jpg,Final Fight One,GBA,Fighting,Capcom,Capcom,NA,8.2,NA,NA,0.21,0.09,0.08,0.03,0,9/26/2001,
1211,15122,/games/boxart/7117507ccc.jpg,Dragon Ball Z: Sagas,GC,Fighting,Atari,Avalanche Software,NA,5.7,NA,NA,0.21,0.16,NA,0.04,0.01,3/22/2005,
1212,15129,/games/boxart/full_arcana-heart-3_282PALFront.jpg,Arcana Heart 3,PS3,Fighting,Aksys Games,Examu Inc.,NA,7,NA,NA,0.2,0.04,0.1,0.05,0.02,9/23/2014,
1213,15135,/games/boxart/full_7011598JapanFrontccc.jpg,Fire ProWrestling G,PS,Fighting,Human Entertainment,S-Neo,NA,8,NA,NA,0.19,NA,0.18,NA,0.01,6/24/1999,
1214,15140,/games/boxart/full_1389746AmericaFrontccc.jpg,Mace: The Dark Age,N64,Fighting,Midway Games,Atari,NA,7.1,NA,NA,0.19,0.15,NA,0.04,0,10/1/1997,
1215,15143,/games/boxart/full_3440880AmericaFrontccc.jpg,Street Fighter 30th Anniversary Collection,NS,Fighting,Capcom,Capcom,NA,8.5,NA,NA,0.19,0.12,0.01,0.04,0.02,5/29/2018,11/7/2018
1216,15144,/games/boxart/full_857223AmericaFrontccc.jpg,Tekken Tag Tournament 2,WiiU,Fighting,Namco Bandai Games,Bandai Namco Games,NA,8.1,NA,NA,0.19,0.09,0.01,0.07,0.01,11/18/2012,4/21/2018
1217,15147,/games/boxart/full_6677764JapanFrontccc.jpg,Dead or Alive,SAT,Fighting,Tecmo,Team Ninja,NA,7.9,NA,NA,0.18,NA,0.18,NA,0,10/9/1997,
1218,15148,/games/boxart/5402832ccc.jpg,Bloody Roar: Primal Fury,GC,Fighting,Activision,Eighting / Raizing,NA,7.9,NA,NA,0.18,0.14,NA,0.04,0,3/18/2002,
1219,15165,/games/boxart/5977536ccc.jpg,Backyard Wrestling: Don't Try This at Home,XB,Fighting,Eidos Interactive,Paradox Development,NA,6,NA,NA,0.17,0.13,NA,0.04,0.01,10/9/2003,
1220,15166,/games/boxart/1819223ccc.jpg,Street Fighter Alpha 2,SNES,Fighting,Capcom,Capcom,NA,8,NA,NA,0.17,NA,0.17,NA,NA,12/19/1996,
1221,15167,/games/boxart/full_946154AmericaFrontccc.jpg,Castlevania Judgment,Wii,Fighting,Konami,Konami / Eighting,NA,4.6,7.5,NA,0.16,0.12,0.01,0.02,0.01,11/18/2008,
1222,15169,/games/boxart/9458099ccc.jpg,Guilty Gear Judgment,PSP,Fighting,Majesco,Arc System Works,NA,7.5,NA,NA,0.16,0.13,0.02,0,0.01,9/5/2006,
1223,15171,/games/boxart/full_85254AmericaFrontccc.jpg,The King of Fighters XII,PS3,Fighting,Ignition Entertainment,SNK Playmore Corporation,NA,6,NA,NA,0.16,0.11,0.03,0.01,0.01,7/28/2009,
1224,15177,/games/boxart/8279318ccc.jpg,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,Fighting,Namco Bandai,CyberConnect2,NA,6.2,NA,NA,0.16,0.14,NA,0,0.01,6/24/2008,
1225,15178,/games/boxart/8368624ccc.jpg,TNA iMPACT!,Wii,Fighting,Midway Games,Midway Studios Los Angeles,4.9,5.3,NA,NA,0.16,0.14,NA,0.01,0.01,9/16/2008,
1226,15179,/games/boxart/full_1875392AmericaFrontccc.jpg,Custom Robo Arena,DS,Fighting,Nintendo,Noise Inc.,NA,7.4,NA,NA,0.16,0.01,0.12,0.02,0,3/19/2007,
1227,15182,/games/boxart/full_204279AmericaFrontccc.jpg,Arcana Heart,PS2,Fighting,Atlus,Examu Inc.,NA,8.1,NA,NA,0.16,0.06,0.04,0.05,0.02,4/10/2008,
1228,15183,/games/boxart/295434ccc.jpg,Godzilla Unleashed,Wii,Fighting,Atari,"Pipeworks Software, Inc.",NA,4.5,NA,NA,0.16,0.14,NA,0,0.01,12/5/2007,
1229,15185,/games/boxart/9919052ccc.jpg,Digimon Battle Spirit 2,GBA,Fighting,Bandai,Dimps Corporation,NA,7,NA,NA,0.15,0.11,NA,0.04,0,9/24/2003,
1230,15186,/games/boxart/full_8990690AmericaFrontccc.jpg,Naruto Shippuden: Legends: Akatsuki Rising,PSP,Fighting,Namco Bandai,CyberConnect2,NA,5.8,NA,NA,0.15,0.14,NA,0,0.01,10/6/2009,
1231,15194,/games/boxart/full_cardinal-syn_777AmericaFront.jpg,Cardinal Syn,PS,Fighting,989 Studios,Kronos Digital Entertainment,NA,5.2,NA,NA,0.15,0.08,NA,0.06,0.01,6/30/1998,
1232,15198,/games/boxart/2029506ccc.jpg,Darkstalkers Chronicle: The Chaos Tower,PSP,Fighting,Capcom,Capcom,NA,7.5,NA,NA,0.15,0.13,NA,0,0.01,3/24/2005,
1233,15205,/games/boxart/6072343ccc.jpg,Power Stone,DC,Fighting,Capcom,Capcom,NA,8.6,NA,NA,0.14,NA,0.14,NA,0,8/31/1999,
1234,15206,/games/boxart/4878534ccc.jpg,Victorious Boxers: Revolution,Wii,Fighting,Xseed Games,Cavia Inc.,NA,5.8,NA,NA,0.14,0.07,0.06,0,0.01,10/23/2007,
1235,15207,/games/boxart/5417619ccc.jpg,Marvel vs. Capcom 2,DC,Fighting,Capcom,Capcom,NA,9,NA,NA,0.14,NA,0.14,NA,NA,6/29/2000,
1236,15212,/games/boxart/3942493ccc.jpg,Dead or Alive 2,DC,Fighting,Tecmo,Team Ninja,NA,9,NA,NA,0.14,NA,0.14,NA,NA,2/29/2000,
1237,15216,/games/boxart/full_5166016AmericaFrontccc.jpg,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,Fighting,Bandai,Aki Corporation,NA,8,NA,NA,0.14,0.04,0.08,0.01,0,6/5/2003,
1238,15225,/games/boxart/full_supremacy-mma_569AmericaFront.jpg,Supremacy MMA,PS3,Fighting,505 Games,Kung Fu Factory,NA,5,NA,NA,0.13,0.08,NA,0.04,0.02,9/20/2011,
1239,15228,/games/boxart/full_blazblue-continuum-shift-ii_578AmericaFront.jpg,BlazBlue: Continuum Shift II,PSP,Fighting,Aksys Games,Arc System Works,NA,7.5,NA,NA,0.13,0.03,0.07,0.02,0.01,5/31/2011,
1240,15230,/games/boxart/2530339ccc.jpg,Rumble Roses XX,X360,Fighting,Konami,Yuke's Future Media Creators,NA,6.5,NA,NA,0.13,0.07,0.04,0.01,0.01,3/28/2006,
1241,15234,/games/boxart/7372339ccc.jpg,Fire ProWrestling,GBA,Fighting,BAM! Entertainment,Spike,NA,8,NA,NA,0.13,0.09,NA,0.03,0,6/10/2001,
1242,15236,/games/boxart/full_6486266AmericaFrontccc.jpg,Street Fighter IV,PC,Fighting,Capcom,Capcom / Dimps Corporation,NA,9.1,NA,NA,0.13,0.07,NA,0.05,0.02,7/7/2009,
1243,15240,/games/boxart/full_6286170AmericaFrontccc.jpg,X-Men: Next Dimension,GC,Fighting,Activision,EXAKT Entertainment,NA,7,NA,NA,0.13,0.1,NA,0.03,0,10/15/2002,
1244,15280,/games/boxart/full_2905619AmericaFrontccc.jpg,BoomBots,PS,Fighting,SouthPeak Interactive,The Neverhood,NA,4.5,NA,NA,0.11,0.06,NA,0.04,0.01,12/2/1999,
1245,15281,/games/boxart/full_7464347AmericaFrontccc.jpg,The King of Fighters XII,X360,Fighting,Ignition Entertainment,SNK Playmore Corporation,NA,6.4,NA,NA,0.11,0.09,0.01,0,0.01,7/28/2009,
1246,15282,/games/boxart/8535667ccc.jpg,The King of Fighters '99,PS,Fighting,Agetec,SNK Corporation,NA,7,NA,NA,0.11,NA,0.11,NA,0.01,4/22/2001,
1247,15288,/games/boxart/full_2062154AmericaFrontccc.jpg,Mortal Kombat: Deception,GC,Fighting,Midway Games,Midway Games,NA,7.2,NA,NA,0.11,0.09,NA,0.02,0,3/1/2005,
1248,15289,/games/boxart/full_1346510AmericaFrontccc.jpg,BlazBlue: Calamity Trigger Portable,PSP,Fighting,Aksys Games,Arc System Works,NA,7.9,8.4,NA,0.11,0.07,0.03,0.01,0.01,3/9/2010,
1249,15296,/games/boxart/full_blazblue-continuum-shift-ii_765AmericaFront.jpg,BlazBlue: Continuum Shift II,3DS,Fighting,Aksys Games,Arc System Works,NA,6,NA,NA,0.11,0.05,0.04,0.02,0.01,5/31/2011,
1250,15307,/games/boxart/full_2466577AmericaFrontccc.jpg,The King of Fighters: Dream Match 1999,DC,Fighting,SNK,SNK Corporation,NA,7.2,NA,NA,0.1,NA,0.1,NA,0,9/30/1999,
1251,15318,/games/boxart/7770157ccc.jpg,Marvel vs. Capcom: Clash of Super Heroes,DC,Fighting,Capcom,Capcom,NA,8.5,NA,NA,0.1,NA,0.1,NA,NA,10/7/1999,
1252,15321,/games/boxart/full_8417633AmericaFrontccc.jpg,Dragon Ball: Evolution,PSP,Fighting,Namco Bandai,Dimps Corporation,NA,3.4,NA,NA,0.1,0.09,NA,NA,0.01,4/8/2009,
1253,15325,/games/boxart/full_4315490AmericaFrontccc.jpg,Dead or Alive 5 Last Round,XOne,Fighting,Tecmo Koei,Team Ninja,NA,7.5,NA,NA,0.1,0.05,0.01,0.03,0.01,2/17/2015,11/20/2018
1254,15326,/games/boxart/full_cartoon-network-punch-time-explosion_337AmericaFront.jpg,Cartoon Network: Punch Time Explosion,3DS,Fighting,Crave Entertainment,Papaya Studios,NA,5.6,NA,NA,0.1,0.07,NA,0.02,0.01,6/2/2011,
1255,15327,/games/boxart/full_2341534AmericaFrontccc.jpg,Dead or Alive 5 Plus,PSV,Fighting,Tecmo Koei,Team Ninja,NA,8,NA,NA,0.1,NA,0.03,0.06,0.02,3/19/2013,11/20/2018
1256,15334,/games/boxart/5650309ccc.jpg,Rocky,GC,Fighting,Ubisoft,Steel Monkeys,NA,7,NA,NA,0.09,0.07,NA,0.02,0,11/17/2002,
1257,15337,/games/boxart/6112851ccc.gif,Ultimate Mortal Kombat,DS,Fighting,Midway Games,Other Ocean Interactive,NA,7.3,NA,NA,0.09,0.07,NA,0.01,0.01,11/12/2007,
1258,15349,/games/boxart/full_1533995AmericaFrontccc.jpg,Battle Fantasia,X360,Fighting,Aksys Games,Arc System Works,NA,7,8,NA,0.09,0.07,0.01,0,0.01,9/16/2008,
1259,15356,/games/boxart/2165125ccc.jpg,Gundam Seed: Battle Assault,GBA,Fighting,Bandai,Bandai,NA,6.5,NA,NA,0.08,0.06,NA,0.02,0,8/10/2004,
1260,15363,/games/boxart/full_supremacy-mma_567AmericaFront.jpg,Supremacy MMA,X360,Fighting,505 Games,Kung Fu Factory,NA,5,NA,NA,0.08,0.05,NA,0.02,0.01,9/20/2011,
1261,15367,/games/boxart/full_8331916AmericaFrontccc.jpg,Samurai Shodown Sen,X360,Fighting,Xseed Games,K2 LLC,NA,4.8,NA,NA,0.08,0.07,NA,0.01,0.01,3/30/2010,
1262,15370,/games/boxart/7551242ccc.jpg,The King of Fighters EX2: Howling Blood,GBA,Fighting,Atlus,Marvelous Interactive,NA,7.9,NA,NA,0.08,0.06,NA,0.02,0,12/11/2003,
1263,15375,/games/boxart/full_7853428AmericaFrontccc.jpg,Ultimate Fighting Championship: Throwdown,GC,Fighting,Crave Entertainment,Opus Studio,NA,6.7,NA,NA,0.08,0.06,NA,0.02,0,7/29/2002,
1264,15382,/games/boxart/full_super-street-fighter-iv-arcade-edition_898AmericaFront.jpg,Super Street Fighter IV: Arcade Edition,PC,Fighting,Capcom,Capcom / Dimps Corporation,NA,8.5,NA,NA,0.08,0.04,NA,0.02,0.01,7/5/2011,
1265,15386,/games/boxart/full_296437AmericaFrontccc.jpg,Boxing,PS,Fighting,Agetec,A1 Games,NA,5.9,NA,NA,0.07,0.04,NA,0.03,0,5/14/2001,
1266,15390,/games/boxart/2663046ccc.jpg,Kengo: Legend of The 9,X360,Fighting,Majesco,Genki,NA,4.8,NA,NA,0.07,0.06,NA,0.01,0.01,9/11/2007,
1267,15391,/games/boxart/full_6768977AmericaFrontccc.jpg,TMNT: Mutant Melee,GC,Fighting,Konami,Konami Computer Entertainment Hawaii,NA,4.2,NA,NA,0.07,0.06,NA,0.01,0,3/16/2005,
1268,15392,/games/boxart/full_7239913AmericaFrontccc.jpg,The King of Fighters: Evolution,DC,Fighting,Agetec,SNK Corporation,NA,7.6,NA,NA,0.07,NA,0.07,NA,0,5/10/2001,
1269,15405,/games/boxart/full_ultimate-marvel-vs-capcom-3_212AmericaFront.jpg,Ultimate Marvel vs. Capcom 3,X360,Fighting,Capcom,Capcom,NA,8.3,NA,NA,0.07,NA,0.04,0.03,0,11/15/2011,
1270,15409,/games/boxart/full_4489495AmericaFrontccc.jpg,BlazBlue: Cross Tag Battle,NS,Fighting,Arc System Works,Arc System Works,NA,8,NA,NA,0.07,0.04,0.01,0.01,0.01,6/5/2018,6/6/2018
1271,15414,/games/boxart/full_zatch-bell-mamodo-battles_128AmericaFront.jpg,Zatch Bell! Mamodo Battles,GC,Fighting,Bandai,Eighting,NA,7,NA,NA,0.06,0.05,NA,0.01,0,10/19/2005,
1272,15429,/games/boxart/8232301ccc.gif,Guilty Gear X: Advance Edition,GBA,Fighting,Sammy Corporation,Arc System Works,NA,7.3,NA,NA,0.06,0.04,NA,0.02,0,8/29/2002,
1273,15453,/games/boxart/full_7093528JapanFrontccc.jpg,Fate/Unlimited Codes Portable,PSP,Fighting,Capcom,Eighting,NA,7.6,NA,NA,0.05,NA,0.05,NA,NA,6/18/2009,
1274,15457,/games/boxart/full_1049918AmericaFrontccc.jpg,TNA iMPACT: Cross the Line,PSP,Fighting,SouthPeak Interactive,Point of View,NA,3.5,NA,NA,0.05,0.05,NA,0,0,6/22/2010,
1275,15462,/games/boxart/7133334ccc.jpg,Rave Master,GC,Fighting,Konami,Konami,NA,6.8,NA,NA,0.05,NA,0.05,NA,0,3/8/2005,
1276,15471,/games/boxart/full_305652JapanFrontccc.jpg,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,Fighting,Capcom,Capcom,NA,6.9,NA,NA,0.05,NA,0.05,NA,0,6/14/2001,
1277,15510,/games/boxart/full_1313229AmericaFrontccc.jpg,Blade Strangers,NS,Fighting,Nicalis,Studio Saizensen,7,8.3,NA,NA,0.04,0.03,NA,NA,0,8/28/2018,7/28/2018
1278,15515,/games/boxart/6125333ccc.jpg,Zatch Bell! Electric Arena,GBA,Fighting,Bandai,Eighting,NA,4.4,NA,NA,0.03,0.02,NA,0.01,0,11/22/2005,
1279,15519,/games/boxart/full_3590570JapanFrontccc.jpg,Naruto Shippuden: Ultimate Ninja Storm Trilogy,NS,Fighting,Bandai Namco Games,CyberConnect2,NA,7.5,NA,NA,0.03,NA,0.03,NA,NA,4/26/2018,5/20/2018
1280,15520,/games/boxart/5698516ccc.jpg,SoulCalibur II(JP sales),XB,Fighting,Namco,Namco,NA,9.3,NA,NA,0.03,NA,0.03,NA,NA,8/27/2003,
1281,15522,/games/boxart/full_7055929AmericaFrontccc.jpg,Animal Boxing,DS,Fighting,Destineer,Gammick Entertainment,NA,6.1,NA,NA,0.03,0.03,NA,NA,NA,12/2/2008,
1282,15523,/games/boxart/full_504671AmericaFrontccc.jpg,Legend of the Dragon,PSP,Fighting,Game Factory,Neko Entertainment,NA,2.9,NA,NA,0.03,0.03,NA,0,0,5/29/2007,
1283,15526,/games/boxart/full_6894560AmericaFrontccc.jpg,Guilty Gear XX Accent Core Plus,Wii,Fighting,Aksys Games,Arc System Works,NA,7,NA,NA,0.03,0.01,NA,0.02,0,5/12/2009,
1284,15558,/games/boxart/4265330ccc.jpg,Kensei: Sacred Fist,PS,Fighting,Konami,Konami,NA,5.7,NA,NA,0.02,0.01,NA,0.01,0,11/30/1998,
1285,15589,/games/boxart/full_7075090AmericaFrontccc.jpg,Brawlout,NS,Fighting,Merge Games,Angry Mob Games,NA,6.2,NA,NA,0.01,0.01,NA,NA,0,6/26/2018,2/22/2018
1286,15610,/games/boxart/full_9790995PALFrontccc.jpg,Battle Fantasia,PS3,Fighting,505 Games,Arc System Works,NA,7,NA,NA,0.01,NA,0.01,0,0,3/6/2009,
1287,15617,/games/boxart/full_6274738AmericaFrontccc.jpg,Soul Calibur IV,XBL,Fighting,Namco Bandai Games,Project Soul,NA,8.4,NA,NA,0.01,NA,NA,0,0,7/29/2008,
1288,15621,/games/boxart/9812339ccc.jpg,Dual Blades,GBA,Fighting,Metro 3D,Metro3D,NA,6,NA,NA,0,0,NA,0,0,10/7/2002,
1289,15622,/games/boxart/7892864ccc.jpg,Ready 2 Rumble Boxing: Round 2,GBA,Fighting,Midway Games,Midway Games,NA,4.8,NA,NA,0,0,NA,0,0,5/30/2001,
1290,16814,/games/boxart/full_just-dance-3_883AmericaFront.jpg,Just Dance 3,Wii,Misc,Ubisoft,Ubisoft Paris,NA,7.5,NA,NA,10.14,5.95,NA,3.13,1.06,10/7/2011,
1291,16818,/games/boxart/full_6776646AmericaFrontccc.jpg,Minecraft,PS4,Misc,Sony Computer Entertainment,Mojang,NA,9.4,NA,NA,6.33,1.89,0.35,3.13,0.96,10/7/2014,9/14/2018
1292,16825,/games/boxart/full_2486879AmericaFrontccc.jpg,Guitar Hero II,PS2,Misc,RedOctane,Harmonix Music Systems,NA,9.2,NA,NA,5.12,3.81,NA,0.63,0.68,11/7/2006,
1293,16826,/games/boxart/full_5372169AmericaFrontccc.jpg,Guitar Hero III: Legends of Rock,PS2,Misc,RedOctane,BudCat Creations,NA,8.2,NA,NA,4.98,3.49,0.01,0.01,1.48,10/28/2007,
1294,16827,/games/boxart/full_2081446AmericaFrontccc.jpg,Guitar Hero III: Legends of Rock,Wii,Misc,RedOctane,Vicarious Visions,NA,8.6,NA,NA,4.6,3.04,0,1.12,0.44,10/28/2007,
1295,16828,/games/boxart/full_8423912AmericaFrontccc.jpg,Guitar Hero III: Legends of Rock,X360,Misc,RedOctane,Neversoft,NA,8.7,NA,NA,4.53,3.19,0.01,0.91,0.42,10/28/2007,
1296,16829,/games/boxart/full_michael-jackson-the-experience_693AmericaFront.jpg,Michael Jackson: The Experience,Wii,Misc,Ubisoft,Ubisoft Montpellier,NA,5.6,NA,NA,4.37,2.64,0.01,1.33,0.39,11/23/2010,
1297,16833,/games/boxart/full_5471499AmericaFrontccc.jpg,Carnival Games,Wii,Misc,Global Star Software,Cat Daddy Games,NA,4.2,NA,NA,4.06,2.12,0.05,1.47,0.42,8/28/2007,
1298,16841,/games/boxart/full_7273841AmericaFrontccc.jpg,Guitar Hero: World Tour,Wii,Misc,Activision,Vicarious Visions,NA,8.4,NA,NA,3.62,2.32,NA,0.96,0.34,10/26/2008,
1299,16842,/games/boxart/full_4418677AmericaFrontccc.jpg,Guitar Hero: On Tour,DS,Misc,Activision,Vicarious Visions,NA,7.1,8.1,NA,3.46,2.1,0.01,1.01,0.35,6/22/2008,
1300,16843,/games/boxart/4722160ccc.jpg,Crash Bash,PS,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,NA,6.8,NA,NA,3.39,1.56,0.19,1.47,0.17,11/6/2000,
1301,16852,/games/boxart/full_7281359AmericaFrontccc.jpg,Guitar Hero: World Tour,X360,Misc,Activision,Neversoft Entertainment,NA,8.6,NA,NA,2.66,1.78,NA,0.64,0.25,10/26/2008,
1302,16855,/games/boxart/full_618225AmericaFrontccc.jpg,Game Party,Wii,Misc,Midway Games,JGI Entertainment,NA,2.6,NA,NA,2.49,1.47,NA,0.77,0.24,11/27/2007,
1303,16857,/games/boxart/full_1745019AmericaFrontccc.jpg,Rock Band,X360,Misc,MTV Games,Harmonix Music Systems,9.1,9.1,NA,NA,2.47,1.93,NA,0.33,0.21,11/20/2007,
1304,16862,/games/boxart/full_3658270AmericaFrontccc.jpg,Guitar Hero,PS2,Misc,RedOctane,Harmonix Music Systems,NA,8,NA,NA,2.38,1.67,0.03,0.61,0.07,11/7/2005,
1305,16864,/games/boxart/full_4784982AmericaFrontccc.jpg,Sonic's Ultimate Genesis Collection,PS3,Misc,Sega,Backbone Entertainment,NA,8.1,NA,NA,2.36,1.39,NA,0.64,0.33,2/10/2009,
1306,16867,/games/boxart/full_7921457AmericaFrontccc.jpg,Guitar Hero III: Legends of Rock,PS3,Misc,RedOctane,Neversoft,NA,8.2,8,NA,2.25,1.4,0.02,0.53,0.3,10/28/2007,
1307,16870,/games/boxart/full_463543AmericaFrontccc.jpg,Guitar Hero II,X360,Misc,RedOctane,Harmonix Music Systems,NA,9.2,NA,NA,2.21,2.01,NA,0.02,0.17,4/3/2007,
1308,16871,/games/boxart/full_8393471AmericaFrontccc.jpg,Rock Band 2,X360,Misc,MTV Games,Harmonix Music Systems,9.3,9.2,NA,NA,2.2,1.78,NA,0.24,0.18,9/14/2008,
1309,16877,/games/boxart/full_720979AmericaFrontccc.jpg,Rock Band,Wii,Misc,MTV Games,Harmonix Music Systems,NA,8.2,NA,NA,2.08,1.33,NA,0.56,0.2,6/22/2008,
1310,16881,/games/boxart/full_6378091AmericaFrontccc.jpg,Rayman Raving Rabbids: TV Party,Wii,Misc,Ubisoft,Ubisoft Paris,7.9,7.1,NA,NA,2.03,0.72,NA,1.08,0.23,11/18/2008,
1311,16882,/games/boxart/full_just-dance-3_667AmericaFront.jpg,Just Dance 3,X360,Misc,Ubisoft,Ubisoft Paris,NA,5.5,NA,NA,2.02,1.47,NA,0.39,0.16,10/7/2011,
1312,16886,/games/boxart/2578106ccc.jpg,Guitar Hero: World Tour,PS3,Misc,Activision,Neversoft Entertainment,NA,8.5,NA,NA,1.92,1.1,NA,0.55,0.27,10/26/2008,
1313,16887,/games/boxart/full_4371521AmericaFrontccc.jpg,PaRappa The Rapper,PS,Misc,Sony Computer Entertainment,NanaOn-Sha,NA,9.2,NA,NA,1.92,0.26,1.46,0.16,0.03,10/31/1997,
1314,16893,/games/boxart/full_127220PALFrontccc.jpg,SingStar,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,NA,8,NA,NA,1.86,NA,NA,1.37,0.49,5/21/2004,
1315,16895,/games/boxart/full_7540104AmericaFrontccc.jpg,Rayman Raving Rabbids 2,Wii,Misc,Ubisoft,Ubisoft Paris,NA,6.6,NA,NA,1.84,0.82,NA,0.82,0.2,11/15/2007,
1316,16902,/games/boxart/5075734ccc.jpg,High School Musical: Sing It!,Wii,Misc,Disney Interactive Studios,Artificial Mind and Movement,NA,6.4,NA,NA,1.76,1.15,NA,0.45,0.16,10/30/2007,
1317,16905,/games/boxart/full_9966752AmericaFrontccc.jpg,The Beatles: Rock Band,Wii,Misc,MTV Games,Harmonix Music Systems,9,9,NA,NA,1.71,1.17,NA,0.39,0.15,9/9/2009,
1318,16913,/games/boxart/2647132ccc.gif,Rock Band,PS3,Misc,MTV Games,Harmonix Music Systems,9.1,9.1,NA,NA,1.62,0.99,NA,0.41,0.22,11/20/2007,
1319,16921,/games/boxart/full_478982AmericaFrontccc.jpg,Guitar Hero 5,Wii,Misc,Activision,Vicarious Visions,NA,8.9,NA,NA,1.55,0.92,NA,0.48,0.15,9/1/2009,
1320,16923,/games/boxart/full_go-vacation_970AmericaFront.jpg,Go Vacation,Wii,Misc,Namco Bandai,Namco Bandai Games,NA,7,NA,NA,1.54,0.42,0.33,0.66,0.13,10/11/2011,
1321,16927,/games/boxart/601232ccc.jpg,Rock Band 2,PS3,Misc,MTV Games,Harmonix Music Systems,9.3,8.9,NA,NA,1.5,1.13,NA,0.2,0.16,10/19/2008,
1322,16929,/games/boxart/full_777818AmericaFrontccc.jpg,Sonic's Ultimate Genesis Collection,X360,Misc,Sega,Backbone Entertainment,NA,8.1,NA,NA,1.48,0.9,NA,0.44,0.14,2/10/2009,
1323,16931,/games/boxart/full_7753281AmericaFrontccc.jpg,Disney Sing It: Pop Hits,Wii,Misc,Disney Interactive Studios,Zoe Mode,NA,6.8,NA,NA,1.48,1.07,NA,0.28,0.12,10/6/2009,
1324,16932,/games/boxart/full_3850570AmericaFrontccc.png,Minecraft,WiiU,Misc,Mojang,4J Studios,NA,5.5,NA,NA,1.47,0.5,0.38,0.49,0.09,6/17/2016,8/5/2018
1325,16936,/games/boxart/9147705ccc.jpg,Sega Genesis Collection,PSP,Misc,Sega,Sega,NA,8.3,NA,NA,1.45,0.53,NA,0.58,0.34,11/16/2006,
1326,16939,/games/boxart/7299647ccc.jpg,Smarty Pants,Wii,Misc,Electronic Arts,EA Los Angeles,NA,6.5,NA,NA,1.43,0.52,NA,0.75,0.16,11/13/2007,
1327,16941,/games/boxart/full_6967302AmericaFrontccc.jpg,Rayman Raving Rabbids,Wii,Misc,Ubisoft,Ubisoft Montpellier,NA,7.5,NA,NA,1.42,1.22,0.02,0.07,0.11,11/14/2006,
1328,16944,/games/boxart/full_7741700AmericaFrontccc.jpg,A Collection of Activision Classic Games for the Atari 2600,PS,Misc,Activision,"Livesay Technologies, Inc.",NA,3.8,NA,NA,1.37,0.76,NA,0.52,0.09,9/23/1998,
1329,16947,/games/boxart/full_380416AmericaFrontccc.jpg,Hasbro Family Game Night 2,Wii,Misc,Electronic Arts,EA Bright Light,5,6.4,NA,NA,1.36,0.7,NA,0.52,0.13,10/27/2009,
1330,16950,/games/boxart/full_1316169AmericaFrontccc.jpg,The Beatles: Rock Band,X360,Misc,MTV Games,Harmonix Music Systems,9,8.9,NA,NA,1.31,0.97,NA,0.23,0.11,9/9/2009,
1331,16971,/games/boxart/full_rocksmith_76AmericaFront.jpg,Rocksmith,X360,Misc,Ubisoft,Ubisoft,NA,8,NA,NA,1.13,0.85,0.01,0.19,0.08,10/18/2011,
